page	entry	sub_id	is_head	score	status	scan	text_position	match_rel_start	match_rel_end	candidate_entries	detected_header_entry	reviewed	review_note	ocr_last_lines	xml_sublemma_preview
170	1189	10801189-2	0	100.00	ok	H4 6481 (8,1_0240.jpg	continues	0.460	0.719	1188|1189|1190		0		sumptionem Pii II. (qui eandem tunc ep. Senen. assec. extitit) 3.	motu pr. de par. eccl. in Irning Irming, Irninck Salzeburg. dioc. 60 m. arg. vac. p. prom. ep. Patav. et deinde p. assumptionem Pii II. qui eandem tunc ep. Senen. assec. extitit 3. sept. 58 S 511 109v , V 468 11v-13v , conc. s. d. 29. aug. 1458 V 500 4r .
171	1189	10801189-28	0	93.55	ok	H4 6481 (8,1_0241.jpg	continues	0.177	0.677	1188|1189|1190		0		eccl. s. Florini in Confluentia Tre- ver. dioc. (80 m. arg. p.) vac. Di 0:	motu pr. prov. de prepos. eccl. s. Florini in Confluentia Trever. dioc. 80 m. arg. p. vac. p. o. Tylmani de Lynss 7. mart. 1461 V 480 2v-4v .
172	1197	10801197-6	0	62.50	manual	H4 6481 (8,1_0242.jpg	continues	0.333	0.358	1196|1197|1198		1	manual override via stage3b	pari- f72	ac Johannes Golldner decr. doct. , s. d. 19. 20. decb. 58 in cubic. pape recepti: motu pr. de decl. prerog. n. ad instar sed pariformiter fam. descript. et quod Franciscus in assec. par. eccl. s. Petri in Velden Frising. dioc. quam vac. p. o. Henrici Mertensperger acc. anteferri deberet Sigismundo Stettner fam. n. descript. 20. decb. 1459 S 526 126vss .
173	1200	10801200-2	0	84.78	ok	H4 6481 (8,1_0243.jpg	continues	0.602	0.681	1199|1200|1201		0		Prineipes “in con- venturi]: breve ut audient ora-	Dec. etc. eccl. s. Bartholomei op. F. Magunt. dioc. conf. statuti quod nullus in can. recip. nisi de thoro legitimo p. quond. Theodericum aep. Magunt. similiter conf. 21. iun. 59 L 546 48rs . Pleb. eccl. s. Bartholomei op. F. Magunt. dioc. : solv. annat. 11 fl. adc. can. et preb. d. eccl. pleban. unitis < p. m. Gerardi Nas can. eccl. s. Petri Magunt. > 24. decb. 59 Q 1123 125v , IE 443 29r IE 444 29r . Principes [in dieta conventuri] : breve ut audient oratores pape in eorum conventibus missos p ...
174	1205	10801205-0	1	100.00	ok	H4 6481 (8,1_0244.jpg	continues	0.426	0.635	1204|1205|1206		0		burg. Mantue morans et Catherina	Fricius Burgani mil. , natus naturalis Johannis marchionis Brandenburg. Mantue morans et Catherina quond. Bonaventurini de Torculis nob. civ. Mantuani nata
175	1207	10801207-14	0	100.00	ok	H4 6481 (8,1_0245.jpg	ends-here	0.718	1.000	1206|1207|1208		0		Dithmarus est liberatus a d. oblig. 24. mai. 146.[!] A 14 63°.	oblig. p. Johannem Zudendorp can. eccl. Ss. appl. Colon. sup. annat. d. decan. b. Marie et can. et preb. huiusmodi et de consensu dominorum de cam. d. Dithmarus est liberatus a d. oblig. 24. mai. 146.[!] A 14 63r .
176	1214	10801214-2	0	75.00	ok	H4 6481 (8,1_0246.jpg	ends-here	0.553	1.000	1213|1214|1215		0		ad 5 an. et de n. resid. 19. nov. 61S 547 4” - rect. par. eccl. in Reden	diac. , rect. par. eccl. in Redem Hildesem. dioc. : de n. prom. ad 5 an. et de n. resid. 19. nov. 1461 S 547 4v .
177	1226	10801226-2	0	94.44	ok	H4 6481 (8,1_0247.jpg	continues	0.645	0.825	1225|1226|1227		0		sibi conc. perinde val. acsi s. d. 24. ET)	fam. pape: decl. quod prov. s. d. 26. nov. 58 de can. c. reserv. preb. eccl. s. Severini Colon. necnon benef. ad coll. prep. etc. eccl. s. Andree Colon. sibi conc. perinde val. acsi s. d. 24. nov. 58 conc. 4. sept. 1460 V 503 396vs .
178	1234	10801234-1	0	95.80	ok	H4 6481 (8,1_0248.jpg	starts-here	0.000	0.422	1233|1234|1235		0		dioc.: de par. eccl. s. Martini prope Villacum Aquileg. dioc. (7 m.) vac.	de par. eccl. s. Martini prope Villacum Aquileg. dioc. 7 m. vac. p. assec. Hermanni Werner eccl. s. Tiburtii in Moltzpiigel 20. ian. 1464 S 571 279v .
179	1242	10801242-1	0	98.33	ok	H4 6481 (8,1_0249.jpg	continues	0.308	0.686	1241|1242|1243		0		preb. eccl. Ratisbon. necnon be- nef. ad coll. ep. etc. Patav. s. d. 24.	motu pr. prerog. fam. descript. in assec. can. c. reserv. preb. eccl. Ratisbon. necnon benef. ad coll. ep. etc. Patav. s. d. 24. nov. 58 motu pr. sibi conc. 15. mai. 1459 V 502 129rss .
180	1252	10801252-4	0	98.33	ok	H4 6481 (8,1_0250.jpg	continues	0.218	0.502	1251|1252|1253		0		unum par bullarum pro d. Fre- derico sup. prepos. eccl. Salzeburg.	Alexander de Berdis de soc. de Spinellis habuit unum par bullarum pro d. Frederico sup. prepos. eccl. Salzeburg. cuius fruct. n. exprimuntur et promisit solv. cam. ap. annat. et obtulit cam. 4000 duc. adc. 19. iun. 1462 OP 4 31r .
181	1256	10801256-13	0	86.87	ok	H4 6481 (8,1_0251.jpg	starts-here	0.000	0.305	1255|1256|1257		0		63 A 14 173" - motu pr. prov. de can. et preb. eccl. Herbip. (8 m.	motu pr. prov. de can. et preb. eccl. Herbip. 8 m. arg. vac. p. elect. Georgii de Haugewitz in ep. eccl. Nuemburg. seu p. o. Georgii 19. oct. 1463 V 496 309vss .
182	1259	10801259-3	0	100.00	ok	H4 6481 (8,1_0252.jpg	continues	0.458	0.608	1258|1259|1260		0		59 Mantue aut Utini celebr. ad de-	atque reges et principes eccles. et sec. , duces , marchiones , comites ac civit. : advoc. ad diem s. d. 1. iun. 59 Mantue aut Utini celebr. ad deliberandum defensionem fidei et bellum adversus Turchos 13. oct. 1458 V 468 136v-139v .
183	1259	10801259-28	0	100.00	ok	H4 6481 (8,1_0253.jpg	starts-here	0.037	0.282	1258|1259|1260		0		relationem Stephani ep. Lucan. et mag. Stephani de Nardinis pro-	breve ad relationem Stephani ep. Lucan. et mag. Stephani de Nardinis prothon. Forlivien. nunt. pape de negotiis regni Ungarie in regem Bohemie commissis et de mittendo aep. Creten. pro componendo inter d. regem et Slesitas 8. oct. 1459 Plut. 90 sup. 138 19vs .
184	1259	10801259-44	0	85.98	ok	H4 6481 (8,1_0254.jpg	ends-here	0.520	1.000	1258|1259|1260		0		Procopium [de Rabensten] 27. nov. 60 Arm. 39.9 153's. - de commiss.	breve quo mittuntur copie brevium ad regem Boemie et Procopium [de Rabensten] 27. nov. 1460 Arm. 39.9 153rs .
185	1259	10801259-64	0	82.83	ok	H4 6481 (8,1_0255.jpg	starts-here	0.000	0.318	1258|1259|1260		0		266's., V 492 81's. - papa hortatur eum manu propria ad amandum	papa hortatur eum manu propria ad amandum imperatricem 30. ian. 1464 Chigi I VII 251 117vs ., Chigi I VII 251 241rs ., Ferrajoli 904 12rs .
186	1262	10801262-4	0	80.52	ok	H4 6481 (8,1_0256.jpg	complete-on-page	0.000	1.000	1261|1262|1263		0		Boy ale! 59 80657 => Margarite ux.: alt. port. 5. mai. 63	et Margarite ux. : alt. port. 5. mai. 1463 V 509 159v .
187	1272	10801272-1	0	70.71	ok	H4 6481 (8,1_0257.jpg	starts-here	0.000	0.427	1271|1272|1273		0		pape in 21. sue et. an. constit.: de prom. in cur. ad acolit. et min. ord.	de prom. in cur. ad acolit. et min. ord. ab ep. Tiburtin. , sola sign. 23. iul. 1463 S 565 98v .
188	1283	10801283-1	0	100.00	ok	H4 6481 (8,1_0258.jpg	continues	0.421	0.621	1282|1283|1284		0		Salzeburg. dioc. ad 7 an., gratis	de exten. indulg. pro capel. s. Jeronimi in castro Wetzelstetten Salzeburg. dioc. ad 7 an. , gratis ubique supplic. in rotulo d. ducis 29. nov. 1459 S 525 71r .
189	1292	10801292-2	0	90.24	ok	H4 6481 (8,1_0259.jpg	ends-here	0.830	0.936	1291|1292|1293		0		temp. detentionis obtinebat 11. marth, 1 555	motu pr. de absol. a reatu periurii ex eo contracto quod n. o. iuram. Friderico R. I. prestito d. Ladislaum induxit ut a manibus imper. eriperetur p. 6 an. pro eo in carceribus mancipato et de disp. retin. par. eccl. in Gars Patav. dioc. 80 et quoddam benef. in op. Wien. < alt. s. Katherine in eccl. s. Steffani al. Omn. ss. op. Wien. > d. dioc. 3 m. arg. que temp. detentionis obtinebat 11. mart. 1460 S 527 148vss ., L 555 109vss .
190	1301	10801301-1	0	50.00	manual	H4 6481 (8,1_0260.jpg	continues	0.269	0.394	1300|1301|1302		1	manual override via stage3b	eccl. patron. 59 S 523 See)	de nova prov. de benef. alt. XI milium mil. [!] nunc. in par. eccl. s. Jacobi op. de Stetyn d. dioc. 3 m. arg. ad quod vac. p. o. Alberti Schoders p. proconsules d. op. patron. laic. present. fuit 24. ian. 1461 S 533 44rs .
191	1310	10801310-1	0	100.00	ok	H4 6481 (8,1_0261.jpg	starts-here	0.068	0.389	1309|1310|1311		0		dicti in eccl. s. Ottonis in Regaw Merseburg. (2) et al. s. Bartholo-	de uno s. Benedicti in eccl. s. Ottonis in Regaw Merseburg. 2 et al. s. Bartholomei in eccl. s. Johannis extra op. Ihenis Magunt. dioc. alt. 3 m. arg. vac. p. o. Symonis de Rastenberg 11. aug. 1463 S 556 134rs .
192	1315	10801315-1	0	86.36	ok	H4 6481 (8,1_0262.jpg	continues	0.541	0.658	1314|1315|1316		0		theol. (Stezampnio) S. profes, et decr. doct. (cleri-	de nova prov. de scolastr. eccl. Cracov. 30 m. arg. quam vac. p. o. Johannis de Elgeth < quond. Amedei ep. Sabinen. qui Felicem V. se nominaverat causarum aud. > et deinde p. resign. Demetrii de Senno et Thome de Stezampino Stezampnio s. theol. profes. et decr. doct. <clericorum Cracov. et Gneznen. dioc. > quond. Sbigneus tit. s. Prisce presb. card. ep. Cracov. sibi contulit 11. decb. 1460 S 534 151vss ., L 563 3r-6r .
193	1321	10801321-1	0	100.00	ok	H4 6481 (8,1_0263.jpg	starts-here	0.000	0.423	1320|1321|1322		0		prov. de can. c. reserv. preb. eccl. s. Johannis Constant. necnon benef.	prov. de can. c. reserv. preb. eccl. s. Johannis Constant. necnon benef. ad coll. abb. etc. mon. Augie maior. min. o. s. Ben. Constant. dioc. 24. nov. 1458 L 541 131r-133r .
194	1325	10801325-4	0	94.74	ok	H4 6481 (8,1_0264.jpg	ends-here	0.145	1.000	1324|1325|1326		0		chid. eccl. Wratislav.: plen. rem. 3. ian. 61 L 580 230°,	archidiac. eccl. Wratislav. : plen. rem. 3. ian. 1461 L 580 230r .
195	1332	10801332-6	0	96.55	ok	H4 6481 (8,1_0265.jpg	ends-here	0.438	0.990	1331|1332|1333		0		stant.) sup. facult. resign. omnia benef, sua 20. iun. 64 A 15 74".	oblig. p. Johannem Pech can. eccl. s. Stephani Constant. sup. facult. resign. omnia benef. sua 20. iun. 1464 A 15 74v .
196	1335	10801335-1	0	90.57	ok	H4 6481 (8,1_0266.jpg	starts-here	0.095	0.323	1334|1335|1336		0		Meten. dioc. (24 1. Tur. p.) vac. Pp. o. Petri Doxey, n. 0. perp. S. ©.	de par. eccl. de Subgueyo Meten. dioc. 24 l. T. p. vac. p. o. Petri Doxey , n. o. perp. s. c. capn. ad alt. s. Clare in eccl. s. Clare Meten. 10 m. arg. quam possidet necnon can. et preb. eccl. s. Salvatoris Meten. 20 l. T. p. quos n. possidet 23. nov. 1458 S 510 98rs .
197	1345	10801345-3	0	98.33	ok	H4 6481 (8,1_0267.jpg	continues	0.315	0.573	1344|1345|1346		0		ten. deput. fuit: constit. in admin. eiusdem eccl. vac. p. 0. Conradi	el. Meten. qui in min. ord. et in 24. sue et. an. constit. in coadiutorem eccl. Meten. deput. fuit: constit. in admin. eiusdem eccl. vac. p. o. Conradi ultimi ep. et decl. ut munus consecr. suscipere val. 27. sue et. an. completo 15. iun. 1459 V 471 214v-217v .
198	1351	10801351-1	0	100.00	ok	H4 6481 (8,1_0268.jpg	continues	0.487	0.802	1350|1351|1352		0		rata in Volwaltzwiler Argent. dioc. (3 m. arg.) quam possidet, c. disp.	de nova prov. de prepos. d. eccl. 2 m. arg. ad quam vac. p. cess. Georgii Wurmliin el. extitit, n. o. eccl. curata in Volwaltzwiler Argent. dioc. 3 m. arg. quam possidet, c. disp. ad 2 incompat. 3. decb. 1459 S 525 108rss .
199	1362	10801362-3	0	98.41	ok	H4 6481 (8,1_0269.jpg	continues	0.182	0.702	1361|1362|1363		0		s. d. 24. nov. 58 ut supra conc. per- inde val. acsi temp. premisso fam.	de decl. gr. expect. sibi s. d. 24. nov. 58 ut supra conc. perinde val. acsi temp. premisso fam. pape fuisset 14. apr. 1462 S 550 52vs .
200	1368	10801368-5	0	68.57	ok	H4 6481 (8,1_0270.jpg	starts-here	0.000	0.259	1367|1368|1369		0		62 A’ 13 61¥ = rect. Tenung Eistet. dioc.:	rect. par. eccl. in Tenung Eistet. dioc. : solv. annat. 18 fl. adc. p. m. H enrici Pregler cler. d. dioc. 12. ian. 1462 Q 1124 132r , IE 449 39v , IE 450 47v .
201	1378	10801378-8	0	74.29	ok	H4 6481 (8,1_0271.jpg	continues	0.203	0.381	1377|1378|1379		0		perp. Hasfurt Herbip. dioc. (3 liani op.	de perp. vicar. b. Marie virg. et s. Kiliani op. Hasfurt Herbip. dioc. 3 m. arg. vacat. p. resign. Johannis Seitlesz presb. Herbip. dioc. cui de eadem vac. p. o. Conradi Schrautenbach prov. fuit 12. ian. 1464 S 570 213r .
202	1386	10801386-1	0	90.70	ok	H4 6481 (8,1_0272.jpg	complete-on-page	0.000	1.000	1385|1386|1387		0		cles.) contulerunt: de prom. in cur., sola sign. 7. iun. 60 S 530	de prom. in cur. , sola sign. 7. iun. 1460 S 530 260vs .
203	1396	10801396-1	0	94.59	ok	H4 6481 (8,1_0273.jpg	complete-on-page	0.000	0.949	1395|1396|1397		0		lic. elig. confess. 14. apr. 59 V 499 128°.	lic. elig. confess. 14. apr. 1459 V 499 128r .
204	1398	10801398-14	0	77.42	ok	H4 6481 (8,1_0274.jpg	continues	0.682	0.804	1397|1398|1399		0		58S (Leonardi) de Spinellis fl. re-	oblig. p. Henricum [Gherwen prep. Halberstad. ] sup. annat. par. eccl. in Lu t zenbrun Lutzenbrin, Lutzenbin Herbip. dioc. 10 m. arg. uniende custod. eccl. Novimonasterii Herbip. , solv. 25 fl. adc. p. m. Leonardi de Spinellis 26. iun. 1464 A 15 82v , Q 1125 305v , IE 455 97v , IE 456 97v .
205	1408	10801408-3	0	100.00	ok	H4 6481 (8,1_0275.jpg	starts-here	0.000	0.500	1407|1408|1409		0		motu pr. reserv. 2 benef. ad coll. Basil. et Constant. ep. etc. acsi s. d.	motu pr. reserv. 2 benef. ad coll. Basil. et Constant. ep. etc. acsi s. d. 24. nov. 58 conc. et disp. sup. def. et. 19. an. 30. oct. 1462 V 508 242rs .
206	1414	10801414-4	0	100.00	ok	H4 6481 (8,1_0276.jpg	continues	0.612	0.835	1413|1414|1415		0		prov. sibi de can. et preb. eccl. s. Vidonis Spiren. (4 m, arg.) etiamsi	actor litig. contra Petrum Kercher reum et detentorem: de surrog. post cess. ad iur. Petri Gecklinger Latini tit. ss. Johannis et Pauli presb. card. fam. qui ad causam adm. fuit et prov. sibi de can. et preb. eccl. s. Vidonis Spiren. 4 m. arg. etiamsi vac. p. o. Henrici Zelle 15. iul. 1460 S 532 193vs .
207	1425	10801425-2	0	100.00	ok	H4 6481 (8,1_0277.jpg	continues	0.672	0.898	1424|1425|1426		0		quib. Johannes Rabesten not. pape orator regius honorari n. poterat 8.	breve de concordia c. magnis Alamanie principibus inita et de amicitia nexu matrimonii c. Saxonie ducibus stabilita et de veniendo ad dietam Mantuanam et de componendo c. Slesitis et de rationibus ex quib. Johannes Rabesten not. pape orator regius honorari n. poterat 8. iun. 1459 Plut. 90 sup. 138 5vss .
208	1431	10801431-0	1	95.77	ok	H4 6481 (8,1_0278.jpg	starts-here	0.000	0.680	1430|1431|1432	1431	0	correctly matched head of entry 1431	1431 Georgius filius villici Robel laic. et Diemudis filia villici Mitrmair	Georgiusfilius villici Robel laic. et Diemudis filia villici Mitrmair mul. de villa Aham Ratisbon. dioc.
209	1434	10801434-0	1	96.77	ok	H4 6481 (8,1_0279.jpg	complete-on-page	0.000	1.000	1433|1434|1435	1434	0	correctly matched head of entry 1434	1434 Georgius Sa(s)Be cler. Lubuc. dioc.: de decan. colleg. eccl. ss.	Georgius Sa s ße cler. Lubuc. dioc.
210	1439	10801439-2	0	98.36	ok	H4 6481 (8,1_0280.jpg	continues	0.356	0.675	1438|1439|1440		0		mense ap. Sifridi Hawck, n. o. par. eccl. s. Johannis bapt. in op. Gob-	de can. et preb. eccl. colleg. in Orogaw Herbip. dioc. 5 m. arg. vac. p. o. in mense ap. Sifridi Hawck , n. o. par. eccl. s. Johannis bapt. in op. Goßmanßdorff d. dioc. quam obtin. 27. feb. 59 S 517 112v , s. d. I 328 93r .
211	1447	10801447-3	0	86.67	manual	H4 6481 (8,1_0281.jpg	ends-here	0.833	0.910	1446|1447|1448		1	manual override via stage3b	eccl. s. Blasii Northusen Ma- par.	de prov. si neutri de perp. vicar. ad alt. s. Leonardi in eccl. Nuemburg. 4 m. arg. p. ad quam vac. p. o. Ciriaci Richardi nom. fuit p. Andream Hesse dec. etc. d. eccl. Therico Collul advocato capit. d. eccl. ad present. litig. ut supra contra Andream Misitz cler. quem d. Thericus Conrado Krawn sen. can. d. eccl. present. , n. o. prov. de perp. s. c. vicar. in par. eccl. s. Blasii Northusen Magunt. dioc. 4 m. 5. ian. 1463 S 556 25vss .
212	1452	10801452-3	0	100.00	ok	H4 6481 (8,1_0282.jpg	starts-here	0.043	0.118	1451|1452|1453		0		Nicolai Beoheler (Boheler)	de adm. resign. Nicolai Beoheler Boheler < p. mag. Johannem de Tartarinis leg. doct. fam. pape procur. eius> et prov. sibi de perp. s. c. vicar. < capn. > ad alt. s. Martini in capel. <gripta> eccl. s. Gerdonis Guidonis Spiren. 4 m. arg. , n. o. par. eccl. in Mailhusen Marlszhusen Magunt. dioc. 4 m. et gr. expect. ut supra 24. mart. 1462 S 543 70vs ., L 573 194v-197r .
213	1462	10801462-1	0	75.76	ok	H4 6481 (8,1_0283.jpg	continues	0.305	0.864	1461|1462|1463		0		alt, ports, gratis 8. 1un, 499 391'ss.	lic. elig. confess. et alt. port. , gratis 8. iun. 1459 V 499 391rss .
214	1473	10801473-2	0	98.46	ok	H4 6481 (8,1_0284.jpg	continues	0.162	0.321	1472|1473|1474		0		etiamsi vac. p. 0. Friderici Sole, n. o. par. eccl. s. Georgii in Ingeltin-	de can. et preb. eccl. Constant. 18 m. arg. vac. p. o. Rodulphi de Roschac , etiamsi vac. p. o. Friderici Sole , n. o. par. eccl. s. Georgii in Ingeltingen 14 ac capel. s. Jacobi e. m. op. Sancti Galli 8 quas possidet necnon par. eccl. in Eberhartzell , Cur. et s. Stephani Constant. eccl. can. et preb. ac quod in can. sub expect. preb. eccl. Cur. receptus extitit 30 m. arg. que n. possidet litig. in cur. ac disp. ad 2 incompat. 18. mart. 1460 S 523 159vs .
215	1482	10801482-0	1	97.37	ok	H4 6481 (8,1_0285.jpg	complete-on-page	0.000	1.000	1481|1482|1483	1482	0	correctly matched head of entry 1482	1482 Georgius Zobel (Zodel) presb. Au- gust. dioc.: de par. eccl. s. Nicolai	Georgius Zobel Zodel presb. August. dioc.
216	1491	10801491-3	0	79.31	manual	H4 6481 (8,1_0286.jpg	starts-here	0.064	0.173	1490|1491|1492		1	manual override via stage3b	restit. Lebuini Daventrien. Aoi	de can. et preb. eccl. s. Lebuini Daventrien. Traiect. dioc. 12 m. arg. vac. p. o. Wilhelmi de Calker olim Eugenii IV. fam. , n. o. perp. s. c. vicar. in par. eccl. s. Jacobi Traiect. 2 quam possidet necnon par. eccl. in Wageningen d. dioc. 4 m. litig. in cur. quam n. possidet 11. iun. 1463 S 563 135r .
217	1498	10801498-1	0	100.00	ok	H4 6481 (8,1_0287.jpg	continues	0.461	0.633	1497|1498|1499		0		divisim exist. (7 m. arg.) ad quam vac. p. o. Arnoldi de Cloethingen	de prov. si neutri de par. eccl. de Dunence Traiect. dioc. que de iur. patron. dom. dec. etc. eccl. s. Salvatoris Traiect. et patron. laic. nom. Ambachheen d. dioc. coniunctim ac divisim exist. 7 m. arg. ad quam vac. p. o. Arnoldi de Cloethingen p. dec. etc. present. fuit litig. coram archidiac. d. loci contra Aldrinum Spaen presb. qui p. al. present. fuit 10. sept. 1461 S 544 136rss .
218	1502	10801502-9	0	97.22	ok	H4 6481 (8,1_0288.jpg	ends-here	0.839	0.996	1501|1502|1503		0		s. d., erat cass. in originali S 567 88".	de perp. vicar. in eccl. Halberstad. 2 m. arg. vac. p. o. Pauli Greve , n. o. perp. s. c. vicar. in eccl. Magdeburg. 2 quam obtin. et vicar. ad alt. b. Marie in eccl. s. Walburgis op. Helmstede Halberstad. dioc. 1 m. litig. s. d. , erat cass. in originali S 567 88r .
219	1508	10801508-2	0	98.41	ok	H4 6481 (8,1_0289.jpg	starts-here	0.055	0.439	1507|1508|1509		0		sign. Nicolai Johannis cap. in ca- pel. et fam. pape et prov. sibi de	de adm. resign. Nicolai Johannis cap. in capel. et fam. pape et prov. sibi de capn. ad alt. s. Catherine in mon. s. Arnulphi e. m. Meten. o. s. Ben. 20 l. T. p. 13. mart. 1464 S 572 156r .
220	1519	10801519-1	0	100.00	ok	H4 6481 (8,1_0290.jpg	starts-here	0.016	0.275	1518|1519|1520		0		Prov. si neutri de perp. vicar. ad alt. ss. Fabiani et	de prov. si neutri de perp. vicar. ad alt. ss. Fabiani et Sebastiani in eccl. Bremen. 4 m. arg. vac. p. o. Raymari de Ride , n. o. perp. benef. in par. eccl. in Asle Bremen. dioc. 4 m. arg. 13. oct. 1461 S 545 220rs .
221	1528	10801528-1	0	98.36	ok	H4 6481 (8,1_0291.jpg	continues	0.397	0.556	1527|1528|1529		0		priorem domus Cartus. Confluen- tie Trever. dioc. (qui antea d. mon.	de committ. Nicolao card. s. Petri ad vincula visit. mon. virorum in Marienstat o. Cist. Colon. dioc. et in Sen o. Prem. Trever. dioc. p. comites de Sen fund. , et prom. priorem domus Cartus. Confluentie Trever. dioc. qui antea d. mon. in Marienstat prof. et prior erat in eiusdem mon. abb. postquam visit. Theoderico aep. Colon. commissa nichil proficuit , fiat absque litt. ap. confectione 12. mart. 1459 S 517 177vs .
222	1533	10801533-3	0	93.75	ok	H4 6481 (8,1_0292.jpg	continues	0.177	0.238	1532|1533|1534		0		p. Nicolaum le Ekwiic fact., n. 0. am	m. confer. can. et preb. eccl. s. Martini Embricen. Traiect. dioc. 10 m. arg. vac. p. ingr. domus o. Cartus. p. Nicolaum le Ekwiic fact. , n. o. par. eccl. in Dodenwerde d. dioc. 4 et perp. s. c. capn. ad alt. ss. Petri et Pauli in par. eccl. in Arnhem. 3 necnon can. et preb. eccl. s. Cassii Bonn. 8 et capel. s. c. s. Andree in op. Xancten. 4 quos obtin. ac lite sup. can. et preb. eccl. in Vilick 4 m. arg. quos n. possidet Traiect. et Colon. dioc. et prov. motu pr. sibi de 2 benef. ad coll. in D ...
223	1543	10801543-1	0	100.00	ok	H4 6481 (8,1_0293.jpg	starts-here	0.109	0.386	1542|1543|1544		0		nonnullis partibus G.: de conf. litt. Nicolai V. de observ. ad	Commun., civit. et op. in nonnullis partibus G. : de conf. litt. Nicolai V. de observ. ad 10 an. pacem in dieta Bamberg. c. certis principibus optatam et prorog. eas ad al. 20 10 an. 11. decb. 1459 S 525 273rs ., V 474 177rs .
